"x.calibrated","x.label","x.units","x.coord","y.calibrated","y.label","y.units","y.coord","group"
0.5165746,"x",NA,808,1.016393,"y",NA,581,"orangeGrp"
0.4797422,"x",NA,768,2,"y",NA,521,"orangeGrp"
0.4263352,"x",NA,710,1.016393,"y",NA,581,"cherryGrp"
0.3683241,"x",NA,647,2.016393,"y",NA,520,"cherryGrp"
